policy_id,policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported
POL124783,FL,400,810.73,72,MALE,Masters,Lawyer,yachting,2025-03-14,Vehicle Theft,Rear,Minor Damage,Police,MI,Normanbury,7,2,1,0,Yes,15166.37,17999.18,N
POL104826,GA,400,829.47,33,OTHER,PhD,Sales,camping,2025-04-26,Parked Car,Front,Major Damage,,IL,East Reginaside,17,2,4,0,Yes,4599.51,7204.22,N
POL111123,NY,1000,1223.77,73,MALE,College,Technician,hiking,2025-04-18,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,GA,New Taylor,13,4,0,5,No,9685.11,13058.87,Y
POL117371,NY,600,1207.74,18,MALE,College,Engineer,paintball,2025-06-26,Vehicle Theft,Rear,Total Loss,,MI,New Justinmouth,11,2,3,0,No,2492.5,4749.2,N
POL113270,OH,800,726.53,64,MALE,PhD,Doctor,movies,2024-06-02,Vehicle Theft,Front,Minor Damage,Ambulance,FL,Douglasshire,18,4,0,5,Yes,8352.01,13018.38,N
POL110993,PA,500,771.54,33,FEMALE,Masters,Sales,movies,2024-02-18,Parked Car,Front,Minor Damage,Ambulance,CA,Scottport,15,1,2,1,Yes,19565.57,23516.32,N
POL109470,CA,200,1392.26,20,MALE,High School,Doctor,reading,2024-03-18,Single Vehicle Collision,Rear,Major Damage,Ambulance,TX,Marshallstad,16,1,0,5,No,11461.31,20729.84,N
POL125456,FL,800,1076.23,68,MALE,College,Clerk,movies,2025-10-06,Single Vehicle Collision,Rear,Minor Damage,,TX,New Amy,0,1,4,5,No,19465.78,21258.94,Y
POL125917,MI,800,916.91,58,FEMALE,High School,Doctor,camping,2025-03-21,Vehicle Theft,Rear,Minor Damage,Police,NC,Port Debra,6,1,4,4,No,27717.06,23348.95,N
POL110006,FL,200,1079.26,49,MALE,College,Sales,paintball,2025-09-21,Single Vehicle Collision,Side,Total Loss,,OH,Jonesshire,16,3,1,3,Yes,1019.39,1253.31,N
POL104037,CA,1000,727.5,57,FEMALE,High School,Engineer,chess,2024-04-26,Multi-vehicle Collision,Rear,Minor Damage,Fire,NC,Brownstad,7,4,2,5,No,6786.83,6975.1,N
POL123167,CA,1000,1057.35,47,MALE,Masters,Sales,hiking,2024-08-15,Vehicle Theft,Unknown,Minor Damage,Ambulance,IL,Mileshaven,22,1,1,1,No,1209.12,1500.49,N
POL114820,FL,600,923.3,45,MALE,High School,Engineer,camping,2024-09-02,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,GA,New Samuelshire,0,4,3,2,Yes,6401.14,12065.24,N
POL128399,NY,400,1163.31,71,FEMALE,College,Manager,paintball,2025-05-01,Single Vehicle Collision,Unknown,Total Loss,,PA,Michaelport,22,1,4,1,No,14754.86,17130.97,N
POL111847,FL,800,909.45,57,OTHER,Masters,Sales,camping,2024-06-12,Single Vehicle Collision,Unknown,Total Loss,Fire,TX,Samanthaton,18,1,2,1,No,12169.52,18441.93,N
POL116176,CA,700,768.57,52,MALE,High School,Technician,yachting,2025-06-19,Parked Car,Front,Minor Damage,Fire,MI,West Ryanmouth,18,2,4,5,No,12020.74,20872.31,N
POL114999,FL,300,929.56,23,FEMALE,PhD,Clerk,reading,2025-09-21,Multi-vehicle Collision,Front,Total Loss,Police,IL,Nguyenbury,10,4,3,3,Yes,5433.57,5904.86,N
POL100782,OH,300,784.24,66,OTHER,Masters,Lawyer,yachting,2025-05-06,Multi-vehicle Collision,Front,Minor Damage,Police,GA,Lake Gregorystad,15,3,1,2,No,9399.69,11086.95,N
POL106096,OH,1000,1318.72,45,OTHER,College,Doctor,reading,2024-03-20,Single Vehicle Collision,Side,Minor Damage,Police,FL,Lake Peterbury,3,4,2,1,Yes,23565.53,21232.38,N
POL122810,NC,600,641.95,75,FEMALE,PhD,Engineer,movies,2024-04-01,Parked Car,Rear,Total Loss,,TX,Kellyhaven,11,1,4,4,Yes,5381.63,4918.56,Y
POL103080,MI,500,619.15,46,FEMALE,Masters,Teacher,movies,2025-03-02,Vehicle Theft,Unknown,Major Damage,Ambulance,NC,South Brittanymouth,20,3,3,5,No,10097.3,16895.21,N
POL121030,PA,200,771.36,30,OTHER,Masters,Teacher,chess,2025-01-26,Vehicle Theft,Rear,Total Loss,Police,NY,Cummingstown,16,4,2,0,Yes,9925.05,18663.97,Y
POL104604,IL,200,1320.65,55,OTHER,PhD,Technician,yachting,2024-09-12,Multi-vehicle Collision,Unknown,Total Loss,Police,FL,South Derrick,10,2,3,0,No,7611.03,13112.03,Y
POL110507,CA,200,744.12,23,MALE,College,Lawyer,chess,2025-02-22,Parked Car,Side,Total Loss,Ambulance,NC,Harrisborough,1,1,1,4,Yes,4900.55,5360.52,N
POL126141,NY,600,1306.59,37,FEMALE,PhD,Sales,yachting,2025-10-22,Single Vehicle Collision,Rear,Major Damage,,MI,East Christopher,23,4,3,0,No,759.56,1357.58,N
POL113144,FL,300,1377.87,34,FEMALE,PhD,Clerk,hiking,2024-12-16,Single Vehicle Collision,Side,Minor Damage,Police,OH,Lake Ashley,11,1,1,2,Yes,7577.23,8646.49,N
POL124610,OH,200,938.03,61,MALE,Masters,Sales,movies,2024-06-28,Single Vehicle Collision,Front,Total Loss,Police,GA,North Michelle,10,3,3,5,Yes,14615.41,17571.95,N
POL102748,OH,600,1146.36,38,MALE,Masters,Clerk,chess,2024-10-19,Multi-vehicle Collision,Front,Minor Damage,Fire,PA,Alvaradotown,23,1,3,3,Yes,4316.57,3720.69,N
POL121752,GA,800,1150.8,67,FEMALE,College,Manager,chess,2024-06-01,Vehicle Theft,Side,Major Damage,Ambulance,FL,Jerryburgh,11,2,1,0,No,8320.22,15700.57,N
POL101830,GA,400,1470.5,41,FEMALE,College,Doctor,movies,2024-12-15,Single Vehicle Collision,Front,Minor Damage,,NY,East William,20,4,0,4,Yes,6903.64,12190.89,N
POL127885,OH,500,1325.39,47,MALE,Masters,Clerk,reading,2024-06-12,Vehicle Theft,Rear,Minor Damage,,MI,East Leslie,0,3,0,1,Yes,11713.13,11892.72,N
POL115429,IL,200,1407.28,59,FEMALE,Masters,Sales,hiking,2025-01-03,Single Vehicle Collision,Side,Total Loss,Police,NY,South Troy,4,2,3,2,Yes,2179.72,2595.36,N
POL110738,PA,600,1122.63,21,FEMALE,Masters,Doctor,chess,2024-04-18,Vehicle Theft,Unknown,Minor Damage,,PA,Hunterside,21,2,4,4,Yes,15468.25,18739.8,N
POL121007,NY,500,1319.0,18,FEMALE,Masters,Clerk,hiking,2024-08-03,Multi-vehicle Collision,Unknown,Total Loss,Fire,TX,North Carol,19,4,4,5,Yes,2967.13,3531.56,N
POL116885,GA,400,1357.27,71,MALE,Masters,Doctor,paintball,2025-04-04,Multi-vehicle Collision,Unknown,Total Loss,Fire,NC,South Robert,7,4,4,0,No,12500.87,11242.37,N
POL113177,IL,1000,1399.37,45,MALE,High School,Lawyer,movies,2025-04-25,Parked Car,Side,Minor Damage,Police,NY,New Norma,1,1,3,2,Yes,12434.27,11771.92,N
POL105717,IL,300,1083.72,19,FEMALE,College,Manager,movies,2024-06-03,Single Vehicle Collision,Front,Minor Damage,,MI,Kelseyberg,14,4,4,5,No,25511.72,22060.87,Y
POL119054,CA,600,1114.89,37,OTHER,PhD,Clerk,movies,2023-12-03,Multi-vehicle Collision,Unknown,Minor Damage,Police,GA,New Anthony,7,2,1,0,Yes,11053.36,13236.06,N
POL105668,IL,500,980.14,69,MALE,College,Clerk,chess,2024-09-01,Vehicle Theft,Rear,Total Loss,Police,NY,Port Kevinton,1,3,3,0,Yes,13953.63,24379.08,Y
POL128608,IL,500,842.63,46,MALE,High School,Manager,hiking,2024-10-07,Vehicle Theft,Front,Total Loss,Police,FL,Klinefurt,0,4,0,0,Yes,2970.46,3285.01,Y
POL116685,TX,500,1163.1,21,OTHER,College,Lawyer,hiking,2025-01-07,Single Vehicle Collision,Side,Major Damage,,PA,Michaelmouth,9,4,2,0,No,22315.26,18955.66,Y
POL121266,OH,200,667.56,45,FEMALE,High School,Engineer,hiking,2025-06-07,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,OH,Robertland,7,2,1,2,No,12221.36,19278.9,N
POL117781,PA,600,708.3,35,FEMALE,College,Manager,yachting,2025-02-11,Single Vehicle Collision,Front,Total Loss,Police,GA,Rhondahaven,11,2,2,2,Yes,4090.78,3600.5,N
POL106822,IL,300,794.86,32,OTHER,PhD,Doctor,reading,2023-11-29,Vehicle Theft,Rear,Total Loss,Ambulance,GA,Kleinberg,16,2,3,2,No,1936.76,2728.5,N
POL123258,CA,400,1424.86,18,FEMALE,Masters,Teacher,paintball,2025-03-03,Parked Car,Unknown,Total Loss,Fire,TX,Jamesview,10,2,2,4,Yes,3800.27,3627.98,N
POL104121,TX,600,1162.11,24,OTHER,PhD,Sales,chess,2025-07-04,Single Vehicle Collision,Unknown,Total Loss,,NY,East Chad,20,1,1,3,No,17413.65,18265.92,N
POL125448,CA,800,1363.1,47,MALE,Masters,Doctor,chess,2023-11-29,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,NY,Lake Gloria,13,2,1,2,No,7265.8,13300.6,N
POL129373,GA,1000,1230.26,43,OTHER,Masters,Technician,movies,2025-04-13,Multi-vehicle Collision,Rear,Minor Damage,Fire,OH,Lake Marco,10,4,3,1,No,25284.69,21806.96,N
POL117843,MI,800,772.2,66,MALE,College,Sales,movies,2024-09-07,Vehicle Theft,Front,Total Loss,Police,OH,Herreraburgh,14,3,3,3,Yes,13051.74,20818.5,N
POL116498,OH,200,892.94,56,FEMALE,High School,Doctor,paintball,2024-12-17,Multi-vehicle Collision,Rear,Major Damage,Fire,MI,Maryville,1,1,1,1,No,21659.53,19283.19,N
POL126078,NC,500,1181.89,39,MALE,Masters,Lawyer,reading,2025-04-17,Single Vehicle Collision,Front,Minor Damage,Police,IL,Lake Amanda,12,2,2,1,No,2307.16,2224.25,N
POL125783,CA,200,1069.48,21,OTHER,College,Sales,movies,2025-05-09,Multi-vehicle Collision,Front,Minor Damage,Fire,TX,Smithfort,13,1,2,5,No,9983.5,13133.62,N
POL107777,IL,600,807.91,31,MALE,Masters,Engineer,camping,2024-02-04,Multi-vehicle Collision,Unknown,Major Damage,Fire,CA,West Mark,18,2,2,4,Yes,17997.77,16251.13,N
POL107442,NC,700,1044.12,57,FEMALE,PhD,Lawyer,yachting,2024-08-24,Single Vehicle Collision,Side,Major Damage,Fire,TX,Danielbury,1,4,0,4,Yes,3636.79,4975.53,N
POL106592,FL,600,1340.59,40,OTHER,High School,Lawyer,movies,2024-02-12,Single Vehicle Collision,Front,Major Damage,Fire,IL,North Alexanderbury,18,4,4,4,Yes,14523.35,14893.18,Y
POL105644,GA,400,722.87,28,FEMALE,PhD,Engineer,chess,2025-09-17,Parked Car,Front,Total Loss,,MI,Sandovalport,4,2,0,1,No,6407.64,6060.22,N
POL116811,NY,400,1448.97,18,OTHER,PhD,Lawyer,camping,2024-08-24,Multi-vehicle Collision,Side,Total Loss,Ambulance,OH,Brownburgh,9,2,2,5,No,9765.97,9626.09,Y
POL129105,CA,700,891.34,49,FEMALE,Masters,Lawyer,hiking,2024-09-14,Single Vehicle Collision,Side,Major Damage,Ambulance,NC,North Peter,17,4,3,0,Yes,8869.46,13645.71,N
POL120961,CA,700,1411.14,71,OTHER,College,Lawyer,reading,2024-04-30,Parked Car,Rear,Minor Damage,Ambulance,TX,Brownview,20,1,2,5,Yes,14082.13,22982.88,N
POL113158,CA,800,1172.92,56,OTHER,College,Teacher,hiking,2024-09-23,Single Vehicle Collision,Front,Total Loss,Police,PA,West Madison,20,1,2,1,No,10125.29,10168.88,N
POL118871,PA,500,812.15,39,MALE,Masters,Sales,movies,2024-10-30,Multi-vehicle Collision,Rear,Major Damage,Fire,IL,Halltown,14,1,2,1,Yes,5336.03,9322.0,N
POL123268,GA,1000,810.48,54,OTHER,High School,Technician,camping,2023-12-15,Parked Car,Rear,Minor Damage,,OH,West Jameshaven,1,3,1,0,Yes,10050.33,19352.23,N
POL119367,CA,600,869.52,42,MALE,Masters,Teacher,movies,2025-06-14,Parked Car,Side,Major Damage,Ambulance,CA,West Kevinfort,18,3,3,0,No,16165.59,16845.78,N
POL116623,CA,600,1028.68,57,MALE,College,Manager,paintball,2024-02-04,Single Vehicle Collision,Unknown,Major Damage,Police,OH,Meyerstad,5,2,4,0,Yes,11342.99,12662.8,N
POL109319,GA,500,638.79,45,FEMALE,PhD,Lawyer,camping,2025-10-05,Multi-vehicle Collision,Side,Major Damage,,NC,Johnsontown,16,3,3,4,No,5491.9,9328.78,N
POL128722,IL,500,1457.12,68,OTHER,College,Manager,yachting,2024-11-06,Vehicle Theft,Side,Minor Damage,Fire,FL,South Charlesborough,19,1,2,1,No,8488.41,15163.53,N
POL106597,OH,600,1044.53,55,FEMALE,College,Teacher,camping,2025-03-27,Single Vehicle Collision,Rear,Major Damage,Police,NC,East Marissaberg,11,3,0,2,Yes,12701.01,14707.7,N
POL111058,MI,300,620.66,65,MALE,High School,Lawyer,hiking,2024-12-07,Single Vehicle Collision,Front,Total Loss,,OH,Jeffreychester,17,3,1,5,No,2271.33,2974.92,N
POL110201,OH,200,1269.78,70,MALE,College,Lawyer,hiking,2024-09-06,Multi-vehicle Collision,Side,Major Damage,Police,OH,Brandiside,7,1,1,5,Yes,22053.16,20028.51,N
POL108724,TX,400,1412.12,31,FEMALE,College,Clerk,chess,2025-10-31,Single Vehicle Collision,Unknown,Total Loss,Police,OH,West Russell,6,1,0,4,No,2698.53,2982.02,N
POL125039,IL,300,887.31,22,OTHER,Masters,Clerk,hiking,2025-04-03,Vehicle Theft,Front,Total Loss,Police,MI,Thompsonfort,6,1,2,5,No,12234.82,12288.84,Y
POL124449,OH,200,943.02,70,FEMALE,High School,Technician,camping,2024-10-31,Multi-vehicle Collision,Side,Total Loss,Police,FL,Georgeville,11,3,4,4,No,12824.69,23883.12,N
POL126562,NY,600,782.38,44,MALE,PhD,Lawyer,camping,2024-06-21,Multi-vehicle Collision,Front,Minor Damage,Fire,FL,Marystad,6,4,4,1,No,3107.84,3637.8,N
POL129282,GA,500,762.05,52,OTHER,PhD,Clerk,chess,2025-05-08,Parked Car,Side,Minor Damage,Fire,PA,Hardyside,13,3,0,4,No,4288.47,6441.52,N
POL101187,OH,400,1079.49,74,FEMALE,College,Engineer,camping,2024-09-03,Single Vehicle Collision,Unknown,Total Loss,,NY,North Brandon,9,2,4,0,Yes,5397.36,8017.39,Y
POL102591,OH,200,659.46,47,OTHER,College,Manager,camping,2025-08-11,Single Vehicle Collision,Side,Total Loss,Police,NY,New Markbury,3,3,0,0,No,6295.68,11877.96,N
POL102974,GA,700,747.21,32,FEMALE,College,Technician,hiking,2025-10-01,Vehicle Theft,Rear,Minor Damage,Fire,TX,Doughertyshire,14,1,1,3,No,14237.36,18625.56,N
POL119181,GA,700,1395.59,52,OTHER,Masters,Clerk,yachting,2025-09-12,Single Vehicle Collision,Side,Total Loss,Ambulance,FL,Lake Tammy,8,3,2,0,No,6480.37,7392.96,Y
POL122354,OH,300,1107.21,50,FEMALE,College,Sales,paintball,2023-11-20,Parked Car,Unknown,Minor Damage,Ambulance,PA,Harrisonton,19,1,3,4,No,4895.28,6979.69,N
POL118082,CA,400,1492.89,68,OTHER,PhD,Engineer,yachting,2025-05-19,Single Vehicle Collision,Rear,Total Loss,Ambulance,NC,Adamsland,6,4,3,3,No,7396.22,12206.45,N
POL127936,MI,700,1196.11,43,FEMALE,PhD,Teacher,movies,2024-08-15,Single Vehicle Collision,Rear,Total Loss,,FL,West Danielport,3,2,0,2,No,25284.13,21836.73,Y
POL123830,FL,1000,1436.67,54,OTHER,College,Clerk,hiking,2024-11-08,Single Vehicle Collision,Side,Total Loss,Police,GA,West Karen,20,2,0,0,Yes,12892.77,19101.23,N
POL123400,FL,400,768.05,59,FEMALE,College,Lawyer,hiking,2025-10-30,Multi-vehicle Collision,Front,Total Loss,,NY,West Yvonne,5,2,1,4,No,6066.75,7016.9,N
POL115907,GA,600,1006.9,51,MALE,High School,Sales,reading,2025-07-07,Multi-vehicle Collision,Side,Major Damage,,TX,West Adrian,23,2,3,3,No,23960.99,23364.77,N
POL120854,PA,500,1430.46,32,MALE,Masters,Lawyer,hiking,2025-03-18,Single Vehicle Collision,Rear,Minor Damage,Fire,NY,West Thomas,15,4,3,1,No,28635.93,24126.29,N
POL107479,NY,600,971.11,50,OTHER,Masters,Lawyer,camping,2025-08-23,Parked Car,Unknown,Minor Damage,,MI,Gonzalezside,7,4,3,5,Yes,13983.6,22760.88,N
POL103594,CA,500,1167.66,74,FEMALE,High School,Clerk,paintball,2025-04-18,Multi-vehicle Collision,Side,Total Loss,Police,TX,Martinezview,6,4,1,0,No,13130.36,11009.88,N
POL113625,PA,500,919.9,70,FEMALE,High School,Lawyer,camping,2025-04-20,Vehicle Theft,Unknown,Major Damage,Police,CA,Port Doris,13,1,0,0,Yes,14972.98,19034.77,N
POL111694,CA,1000,1064.19,45,FEMALE,Masters,Doctor,camping,2024-07-13,Single Vehicle Collision,Front,Major Damage,,NY,West Bonnietown,12,2,4,2,Yes,4858.24,4664.32,Y
POL109969,CA,800,1497.89,18,FEMALE,PhD,Technician,reading,2024-10-28,Multi-vehicle Collision,Rear,Total Loss,Fire,MI,Port Nicholasmouth,18,2,3,1,No,4899.95,4298.15,N
POL117577,MI,500,1147.8,27,FEMALE,PhD,Lawyer,paintball,2025-07-09,Multi-vehicle Collision,Side,Major Damage,,NY,Deborahbury,23,2,0,5,Yes,5073.44,9301.08,N
POL119629,NY,500,856.06,22,MALE,High School,Manager,camping,2025-08-16,Vehicle Theft,Rear,Minor Damage,Fire,PA,South Robert,17,4,3,3,No,6930.15,13523.12,N
POL104835,PA,300,697.18,36,FEMALE,High School,Sales,movies,2024-08-15,Single Vehicle Collision,Front,Total Loss,,TX,East James,23,2,4,4,Yes,12681.59,18179.68,N
POL126234,FL,800,1349.79,55,OTHER,High School,Doctor,paintball,2024-01-15,Vehicle Theft,Rear,Minor Damage,Fire,GA,Lisastad,5,2,4,5,No,3036.3,4155.99,N
POL113372,PA,700,673.08,42,OTHER,High School,Clerk,yachting,2024-09-20,Vehicle Theft,Front,Minor Damage,Ambulance,FL,Lake Shelleymouth,11,3,3,2,Yes,4069.83,6143.59,N
POL126344,MI,1000,1052.82,69,OTHER,College,Doctor,reading,2025-09-14,Single Vehicle Collision,Front,Major Damage,Ambulance,FL,Lake Codyhaven,17,2,4,2,No,13678.39,21397.31,N
POL101167,FL,600,949.22,25,OTHER,Masters,Technician,reading,2024-05-12,Multi-vehicle Collision,Front,Major Damage,,CA,East Lauraland,14,2,0,5,No,16435.22,21752.4,N
POL110084,GA,200,832.63,38,MALE,High School,Clerk,chess,2024-03-12,Single Vehicle Collision,Rear,Minor Damage,Police,CA,East Zacharyton,0,3,3,0,Yes,16063.47,24278.37,N
POL116484,NY,300,1440.83,53,OTHER,High School,Doctor,hiking,2025-11-01,Single Vehicle Collision,Unknown,Minor Damage,Police,NY,Lake Dylanville,6,1,3,2,No,28420.86,24639.51,N
POL118336,PA,1000,1387.27,29,MALE,Masters,Manager,paintball,2025-06-08,Multi-vehicle Collision,Front,Total Loss,Police,CA,Jonesmouth,3,4,2,2,No,12555.76,18982.54,N
POL122202,PA,200,1151.75,39,OTHER,High School,Engineer,reading,2024-07-24,Single Vehicle Collision,Side,Minor Damage,Ambulance,TX,Lake Jamie,8,4,2,1,No,13948.22,18346.64,N
POL119824,FL,300,1345.64,40,FEMALE,College,Teacher,reading,2024-11-07,Vehicle Theft,Rear,Total Loss,Fire,IL,Mcdanielmouth,12,1,0,2,Yes,16746.21,19487.13,N
POL121639,IL,400,606.31,56,FEMALE,Masters,Technician,paintball,2024-06-13,Parked Car,Unknown,Minor Damage,Ambulance,TX,Robinsonberg,20,3,3,2,Yes,20561.57,18337.9,N
POL110015,OH,400,1421.27,42,OTHER,High School,Teacher,movies,2024-11-07,Multi-vehicle Collision,Unknown,Major Damage,,OH,Crawfordborough,13,2,4,4,No,2466.32,2663.83,N
POL104525,MI,800,998.28,75,MALE,High School,Sales,reading,2025-04-08,Parked Car,Rear,Total Loss,,TX,Hoffmantown,18,4,4,5,No,15292.47,14964.8,N
POL114416,GA,300,1265.23,26,FEMALE,High School,Lawyer,camping,2024-12-23,Multi-vehicle Collision,Side,Minor Damage,Police,TX,North Joshuahaven,4,1,1,3,No,1245.23,1053.11,N
POL110909,CA,700,1171.68,66,OTHER,Masters,Technician,hiking,2024-09-15,Vehicle Theft,Rear,Major Damage,Ambulance,GA,Scottfort,13,1,2,0,No,12295.88,12226.04,Y
POL107590,NC,800,1420.69,43,MALE,PhD,Manager,chess,2024-12-01,Multi-vehicle Collision,Front,Minor Damage,Fire,IL,Barrerafort,13,4,2,2,Yes,27753.38,23594.88,N
POL129500,NC,300,1075.92,29,MALE,High School,Engineer,movies,2024-12-06,Parked Car,Side,Major Damage,,TX,North Maurice,16,3,0,1,Yes,13474.12,14068.53,Y
POL124908,MI,700,674.68,22,OTHER,High School,Clerk,yachting,2025-03-30,Parked Car,Unknown,Total Loss,,NC,South Jamieport,2,1,4,3,No,13696.61,16839.38,Y
POL108383,FL,300,1258.51,19,OTHER,Masters,Engineer,paintball,2025-06-17,Single Vehicle Collision,Unknown,Major Damage,Police,PA,Rhodesstad,16,2,4,5,No,7181.13,13217.68,N
POL118864,NC,400,1289.47,20,OTHER,High School,Technician,movies,2025-10-07,Vehicle Theft,Rear,Major Damage,Fire,MI,New Markville,19,1,2,0,No,13672.05,16571.81,N
POL118686,GA,200,1085.65,48,OTHER,Masters,Technician,reading,2024-04-06,Multi-vehicle Collision,Unknown,Total Loss,Police,MI,New Christopherchester,3,1,4,5,No,18883.49,24313.6,N
POL116293,TX,200,1195.73,39,FEMALE,Masters,Clerk,camping,2024-03-26,Vehicle Theft,Front,Major Damage,Ambulance,FL,Port Jasonfurt,0,3,2,4,No,1710.07,1824.53,N
POL100467,FL,500,1304.32,45,OTHER,High School,Teacher,chess,2025-04-08,Multi-vehicle Collision,Side,Minor Damage,Ambulance,NC,Lake David,5,1,3,3,No,19666.01,18726.88,N
POL108343,IL,500,1290.84,57,MALE,PhD,Lawyer,reading,2023-12-22,Single Vehicle Collision,Front,Minor Damage,Ambulance,PA,North Carlashire,23,3,0,1,No,4551.06,8646.71,N
POL100120,IL,700,1008.87,37,MALE,College,Doctor,yachting,2025-07-23,Multi-vehicle Collision,Front,Minor Damage,,FL,Snowfurt,16,3,2,2,Yes,4082.59,7397.25,N
POL101924,OH,200,1263.69,43,OTHER,PhD,Teacher,reading,2024-10-25,Vehicle Theft,Side,Major Damage,,FL,South John,19,4,0,5,Yes,16546.19,18054.11,N
POL109287,GA,400,1406.76,61,MALE,College,Sales,paintball,2024-12-06,Multi-vehicle Collision,Rear,Total Loss,Police,NC,East Patricia,17,3,2,1,Yes,2408.92,3360.7,Y
POL112907,IL,800,1009.25,60,MALE,High School,Teacher,hiking,2024-01-01,Parked Car,Unknown,Total Loss,,GA,Curtisport,1,1,0,5,Yes,11916.91,15237.82,N
POL116034,PA,400,1223.88,62,FEMALE,PhD,Technician,reading,2025-05-25,Multi-vehicle Collision,Side,Total Loss,Fire,CA,Mckaytown,21,4,3,1,Yes,3956.9,4228.38,N
POL127579,PA,200,1490.57,51,FEMALE,College,Lawyer,yachting,2024-12-31,Vehicle Theft,Unknown,Major Damage,Police,TX,West Thomastown,9,1,4,5,Yes,3807.15,3274.33,N
POL106665,CA,200,907.32,36,MALE,High School,Teacher,movies,2025-05-20,Multi-vehicle Collision,Front,Total Loss,,IL,West Angelaberg,11,3,3,1,No,18527.73,15960.15,Y
POL104086,PA,400,784.31,19,FEMALE,College,Technician,reading,2025-01-10,Vehicle Theft,Front,Minor Damage,Police,IL,North Joshua,22,3,3,0,Yes,11078.77,16556.44,N
POL122250,OH,300,1198.27,66,FEMALE,Masters,Lawyer,movies,2025-08-25,Vehicle Theft,Side,Major Damage,Fire,PA,Port Kellyside,22,2,1,3,No,14245.7,18766.54,N
POL100678,FL,400,1301.79,35,MALE,High School,Engineer,yachting,2024-03-15,Single Vehicle Collision,Front,Minor Damage,,FL,Williamsberg,23,3,3,4,Yes,14951.59,18784.49,N
POL102146,OH,400,964.19,73,MALE,High School,Manager,movies,2024-12-16,Parked Car,Unknown,Major Damage,Fire,GA,Port Nathanport,11,2,4,4,No,677.14,1144.28,Y
POL109491,FL,800,930.37,29,MALE,High School,Clerk,paintball,2025-06-29,Single Vehicle Collision,Rear,Total Loss,Police,MI,Michaelburgh,1,1,4,3,No,21815.1,20068.56,N
POL117772,FL,700,733.08,22,OTHER,College,Teacher,yachting,2024-01-13,Parked Car,Side,Minor Damage,,CA,New Ericborough,15,2,3,2,No,4511.56,6414.13,N
POL129775,NC,200,1088.12,24,OTHER,College,Sales,movies,2024-02-28,Single Vehicle Collision,Front,Minor Damage,Police,CA,West Matthewmouth,21,1,3,1,Yes,23805.32,20321.38,Y
POL118717,PA,700,1197.39,27,OTHER,Masters,Manager,movies,2025-02-25,Parked Car,Unknown,Major Damage,Ambulance,OH,Patriciaport,6,4,1,1,No,9179.95,17085.9,N
POL107044,CA,200,1408.42,18,FEMALE,Masters,Manager,camping,2024-06-28,Vehicle Theft,Front,Total Loss,Police,TX,North Hollyfurt,4,4,2,0,Yes,7021.89,7969.36,N
POL101299,CA,300,1228.41,42,MALE,High School,Teacher,camping,2025-01-05,Vehicle Theft,Side,Total Loss,Ambulance,CA,Matthewville,12,4,4,1,No,3042.48,3774.51,N
POL125231,NY,700,1449.92,60,MALE,High School,Clerk,yachting,2024-12-21,Parked Car,Front,Major Damage,Fire,FL,Port Brendanview,12,2,0,4,Yes,9665.14,8510.38,N
POL121896,GA,1000,977.8,32,MALE,College,Manager,chess,2025-08-31,Parked Car,Unknown,Minor Damage,Police,MI,South Christineton,15,4,1,1,No,14532.05,12380.97,N
POL102662,MI,300,1399.84,24,FEMALE,Masters,Clerk,paintball,2025-05-26,Multi-vehicle Collision,Side,Total Loss,Ambulance,CA,Joelmouth,10,2,2,1,Yes,9360.41,17434.28,N
POL128480,MI,1000,1145.06,74,MALE,College,Engineer,yachting,2025-09-12,Vehicle Theft,Side,Major Damage,,MI,Nataliechester,18,1,0,3,No,2710.71,3116.95,N
POL106087,FL,500,612.38,21,OTHER,High School,Sales,hiking,2024-12-24,Single Vehicle Collision,Unknown,Total Loss,,CA,Alanburgh,21,4,4,2,No,12080.43,14983.12,Y
POL111435,OH,200,1386.75,29,FEMALE,High School,Sales,movies,2024-01-26,Vehicle Theft,Front,Total Loss,Police,FL,Johnnyfurt,10,3,0,4,No,6089.32,9643.56,N
POL104771,FL,700,943.53,26,FEMALE,PhD,Engineer,hiking,2024-11-28,Single Vehicle Collision,Front,Minor Damage,,GA,West Heathermouth,18,4,2,3,No,9506.93,14222.97,N
POL118057,TX,200,1086.54,74,FEMALE,College,Manager,chess,2025-01-19,Parked Car,Side,Minor Damage,,CA,Lake Nicholasstad,19,2,2,0,Yes,7662.78,6705.92,Y
POL104186,MI,300,887.68,75,OTHER,College,Clerk,reading,2025-11-03,Vehicle Theft,Front,Minor Damage,Fire,FL,Scottfurt,13,4,3,2,No,621.28,874.79,N
POL120605,TX,800,735.61,47,FEMALE,College,Manager,hiking,2025-03-22,Single Vehicle Collision,Front,Major Damage,,GA,Browningburgh,7,3,3,2,Yes,26283.03,23872.09,N
